City,2012-03-31,2022-06-30,Percent Gain
Corpus Christi,66517.70984556078,125710.0180475568,88.98729126337528
Saint Louis,34147.59845581775,65036.91733008503,90.4582467614341
Santa Ana,166076.16254863373,534024.0942009701,221.5537293286064
Durham,85356.05900722946,287903.8697444639,237.29751946499675
Silver Spring,170871.15813963258,315855.9914597809,84.85038370353266
Saint Paul,67541.39835453946,219618.41542095496,225.1611911677194
Spokane,94721.11013463994,290338.9407101602,206.51978244074857
Newark,66282.28623842167,290480.8818223671,338.24813280804557
Irvine,352212.3003261581,895436.466449496,154.2320258606237
Lincoln,94057.4408987137,194740.86299832453,107.0446113965958
Toledo,12333.44246509475,49386.09154151153,300.424226093247
Chandler,116736.57387999476,422887.77014763,262.25816476536204
Tallahassee,72282.3395899632,150771.61712870703,108.58707394363658
Jersey City,115832.79078620696,370370.6419595912,219.74593674703544
Plano,168535.69643555497,392756.8494033099,133.04074905786683
Lubbock,66409.42881358873,124293.24960310916,87.16205187067685
Katy,117685.66689277934,312831.4766479864,165.81952153357796
Lawrenceville,79704.34701577408,321442.5677654553,303.29364683439337
Chula Vista,191958.76175605183,632341.2637369222,229.41516081486526
Boise,106822.1127174548,412551.076289202,286.20381660153305
Gilbert,141210.27468615095,482900.158729952,241.9723952830126
Winston-Salem,51176.47782229732,124970.33268456016,144.1948684286187
Madison,102258.78838031855,246615.45107668615,141.16797683880193
Laredo,68995.91180436646,131218.61615641936,90.18317567638128
Fort Myers,60546.2333166161,237176.58061122685,291.7280524635658
Irving,71933.63217856096,250259.428424586,247.90322808024854
Mobile,34719.47223322306,72090.9864106242,107.63848576488542
Pensacola,46152.688278182446,154351.56401874856,234.4367788251123
Sarasota,77038.2284520148,307090.4264197521,298.6208309696934
Fayetteville,27645.897224255503,102841.40415864822,271.99517644310316
Hialeah,64856.76795093015,227196.48818176947,250.30498028157
Garland,70569.97492035136,237072.87362735733,235.94014153317903
Kissimmee,63352.72933797325,268015.03307565645,323.05207033126163
Scottsdale,130269.73525907069,473856.88784924446,263.7505571857296
Norfolk,97579.26776560716,191687.8479617239,96.44321211978422
Ocala,48161.859363839576,190503.351556198,295.54816627206446
Santa Clarita,201894.65493475043,592178.5549902808,193.31066500084643
Fremont,266926.5663216934,959247.7525301314,259.3676589590821
Fontana,134613.48269030292,505246.7428383671,275.33145472564416
Springfield,56703.37605385677,134797.41080213324,137.723783278976
Greenville,38370.42650280753,158595.6008618944,313.327698742911
Boca Raton,76020.46151554093,274161.441320923,260.64164286200224
Little Rock,39909.22388326962,91939.56479819556,130.37171824515892
Gainesville,63626.24053500413,173852.32776188655,173.2399813348099
Port Saint Lucie,70535.53809885604,300710.4842910677,326.3247894552388
Tacoma,109563.44827152805,399256.707276933,264.40684696913354
Woodbridge,176246.35595038204,377551.1876840393,114.21786887345905
Amarillo,52938.72203632246,102654.40066875472,93.91174686521748
Des Moines,34000.41518836928,134026.43606725812,294.19058656997026
Savannah,41933.189088270905,163525.3016764547,289.9662897859448
Oxnard,197172.0425584317,582316.0803332916,195.3340000830609
Santa Rosa,161592.4140631618,547592.3628058856,238.87256773814124
Huntsville,53710.628779432765,147066.71272225305,173.81305351347672
Akron,17147.43429007928,67684.14933150016,294.71881440979837
Wilmington,96239.18021935404,250276.00224561009,160.05624910266923
Brownsville,49525.86676058266,93152.76066233082,88.08910727933093
Yonkers,150398.4379063777,311730.7702235791,107.26995211055983
Eugene,138172.85162083642,377942.6828363328,173.52890122978343
Corona,207432.27408815356,591046.1506755309,184.93451815716531
Syracuse,44551.59582878631,109059.50064228648,144.7937018045477
Montgomery,20840.794406603934,49939.096629223735,139.62184768445903
Oceanside,171374.8379241077,602044.6018384914,251.30279866703836
Moreno Valley,126526.25011831452,461420.3595655433,264.6835017508776
Wilmington,53776.16873469134,161910.961717615,201.08311084118796
Murfreesboro,103359.5685269346,301556.1288045593,191.7544385123632
Worcester,111943.08934395858,294715.2424020707,163.27238611087708
Fort Collins,163027.29518481984,427135.04005751153,162.00216324099563
Salt Lake City,104983.70388667625,401453.6712822325,282.39617809215247
Beaverton,167345.82474191728,433677.0993446504,159.150235754894
Salinas,140665.1067100795,560360.6488274744,298.3650685897651
Frisco,202181.1835375333,498553.9826301919,146.58772587392605
McKinney,149402.68954522195,419017.8612399517,180.46206029853386
Sioux Falls,96125.7752022192,218071.2872590221,126.86036788807877
Glendale,254472.69044829148,728043.2408871982,186.09877138668273
Huntington Beach,329808.10951399844,834711.2070892652,153.089958375883
Cape Coral,68642.56001129597,291210.89730744355,324.24247763999665
Hayward,157482.9703976156,691365.0394724269,339.0093974776175
Salem,120031.6492917813,343806.89458175265,186.430201209685
Clarksville,89254.156496781,202505.59181899892,126.88645522777686
Grand Prairie,66849.60247362145,242481.2981216969,262.72661190076474
Charleston,106212.82162355952,339931.23925461987,220.04727306784804
Aurora,54807.00152744591,190187.5650306196,247.01326423664804
Peoria,92188.67446989904,388713.3463763564,321.64978356780364
Cypress,125650.5363009054,303098.5927200476,141.22347714791536
Providence,65407.51050343921,273052.44148906576,317.46343713037095
Whittier,236846.98290500348,646426.7355484082,172.93011193124732
Overland Park,143815.36474118,292459.1514978499,103.35737563519687
Henrico,111941.9645011843,237988.7637232368,112.60013149109867
Palmdale,97985.78357115346,413166.9791992168,321.6601267460305
Fredericksburg,147171.27775459026,323297.9335787401,119.67461213311132
Chattanooga,48773.2191683081,159716.8027496609,227.4682407132188
Cumming,136185.77379860674,413352.4537312712,203.5210229392551
Fort Lauderdale,75709.83085593868,294176.3995693508,288.55772921896
Elk Grove,172965.17892271138,548406.8042784723,217.06197033075955
Rockford,27962.050945903804,74674.30900653945,167.05590784812796
Columbus,31770.446083944244,72429.640204098,127.97803975658243
Evansville,39446.00189620171,99210.40130568198,151.50939648267632
Edmond,125047.84539519432,228145.44606730176,82.44652304586573
York,49716.70713392767,146581.44824543703,194.83338035757987
Ontario,134835.4503547415,515660.1459574266,282.43662523525165
Killeen,71809.06298972218,159747.5459625482,122.46153801702215
Allentown,58871.18520486835,181369.18298901903,208.07802213912402
Tempe,90303.29862342784,358621.25177949574,297.12973639531793
Garden Grove,260751.3479819922,710344.3616831331,172.42212444178438
Escondido,175961.1159227911,613531.8348348442,248.67466690996216
El Cajon,155058.42237320865,558786.4485607566,260.3715554488351
Rancho Cucamonga,203409.68990594905,602872.579066592,196.38341189416465
Round Rock,144035.4240291311,393370.7022654554,173.10691443925373
Conroe,81473.97373123949,227876.9931106472,179.69298988944803
Boynton Beach,67580.56293847684,253889.77168660704,275.6846061163179
Roanoke,79981.54833253923,151428.73023774984,89.32958087802292
Ann Arbor,120667.55801540746,310362.0435126477,157.20421347469306
Everett,143783.43277561932,486115.7863793681,238.08887226804094
Sugar Land,146377.3963260083,304043.92003556405,107.71234334459984
Pembroke Pines,67775.75256966,239698.68562002663,253.6643659893913
Edinburg,40575.7823354363,111100.42357243836,173.80968937082045
Lakewood,147572.0012752203,422181.8344469055,186.08532160483517
Midland,85515.3052215639,175857.85050609638,105.6448843285556
Pueblo,55184.389380470966,191966.1187410568,247.86308391950988
Visalia,82804.55892156794,283653.5657009393,242.55790912383765
Odessa,55297.03941702256,129235.3142806844,133.71109130464725
Cary,163147.9217712989,431909.78892816807,164.7350847249039
Schenectady,91013.66627706985,184708.48187238755,102.94587552388639
Paterson,91411.21762151492,300600.58429940726,228.84430611572628
Tyler,52363.34034216661,132281.64492202215,152.62262502283446
Clearwater,47657.55045624116,205194.7785522578,330.56090081815313
Sunnyvale,373156.2743945968,1245911.122207488,233.88454320615017
Springfield,77777.63722264928,212931.6486619069,173.76975730486706
Macon,15329.082605398253,53887.61378683839,251.53841344596484
Hollywood,54908.76416757595,239811.6385686433,336.7456492678703
Columbia,85087.44906859778,174543.64656226092,105.13442167192397
Pomona,140169.38056400567,512641.2429511041,265.72983406815894
Roseville,189025.84347990065,535745.9172066441,183.4246933349146
Mesquite,60107.70594402329,220571.5011145104,266.96043818395395
Bellevue,217746.7263083872,743807.3515667428,241.59289748095406
Renton,167064.09117022864,516742.5600387514,209.30797660894146
Pasadena,54483.56097101473,163525.88114057077,200.13802003060442
Surprise,105100.3507434366,392395.3582225802,273.3530434931349
Denton,95761.08013203816,285506.8025304685,198.14492707977337
Pasadena,263991.33385241544,735526.8275173168,178.617792782741
Newark,111598.66037295404,231993.80968592863,107.88225316560553
Santa Maria,146512.67515424002,479453.1874281693,227.24348724329064
Richmond,127699.51539238315,305396.6539157777,139.1525551035831
Thornton,148574.5518166861,435396.7028737737,193.04931265145183
Torrance,366038.5490223983,863869.9167584116,136.0051746095055
Kent,143030.34128888077,462033.60462792095,223.03188293086987
Beaumont,29562.969562444352,64556.77930938481,118.37041496465646
Summerville,106124.94610624544,279684.46697019134,163.5426233245757
Bridgeport,45961.762378138585,175432.59589278288,281.69249135717706
McAllen,59818.280901570215,138460.71419626102,131.4688956442853
Manassas,161037.6216228852,355970.1451556125,121.04781576395642
Yuma,72862.87361519624,203916.60939053705,179.86352894543037
Cedar Rapids,45277.60800589441,113526.4254639495,150.73414975713865
Fullerton,258801.83176087015,710932.0047717845,174.7013032846991
Olathe,143278.12962673663,288968.82910771965,101.68383678690635
Canton,24119.133092302163,70707.99202396914,193.16141568345267
Myrtle Beach,63190.25369940159,185934.3032832909,194.24522358746552
Frederick,144685.4870590724,305837.3403141286,111.3808001968165
Saint Augustine,90286.83922750445,318477.92493992794,252.74014204598353
Billings,133430.3559947346,260001.073363125,94.85901197279661
Abilene,45962.23677971548,104446.73014300328,127.2446631428929
West Valley City,124143.56157300652,391776.228935976,215.5832038100338
Orange,275810.98275786213,762313.8663523541,176.389960519302
Metairie,73688.55358149986,178323.93430306987,141.99679005212502
Decatur,60766.93506896184,216532.60692991244,256.3329410709602
Pearland,135502.855074996,298125.01240747067,120.01382350391738
Kalamazoo,33300.09376739293,128632.12290640047,286.28156366441095
Compton,125369.1097914046,499067.6527533688,298.0786443995196
Miramar,83626.62112890229,331928.1774736577,296.9168824386947
Concord,72595.83768219088,252609.4997794089,247.96691910255174
Stamford,155479.51051452605,319370.2987217219,105.40989463166852
Carrollton,130141.44097481645,329839.0857305888,153.44662181388915
Coral Springs,60271.3557661324,229728.76788526124,281.15745857230263
Sterling Heights,81687.8957803236,218622.2604436555,167.63115680146547
Murrieta,198209.94179262337,558735.427808015,181.8907178695358
Elizabeth,80675.59402684115,302070.04530114844,274.42556072242655
Inglewood,133235.97796713514,557603.2399582475,318.5080099729441
Clovis,134780.26906863737,387120.6951906917,187.22356607965293
Concord,141657.97828132325,546001.4703072445,285.43644130154263
Melbourne,65101.61135782228,244008.5681258004,274.8118718362285
Hamilton,45448.07132472057,135370.82722489024,197.8582440994762
New Haven,48495.22105460366,171323.5559504251,253.2792556147372
Santa Fe,145193.86561626568,380115.6580522473,161.7987037116697
Boulder,212734.7918909368,567462.219489864,166.74631565709572
Tracy,169109.7056609916,620449.9276806992,266.8919682968958
Broken Arrow,96370.18007837572,190759.89243366197,97.94493719791868
Bloomington,79144.80268950264,194817.25269588945,146.15293244230804
Lakewood,76467.5206653955,222453.03760485337,190.9117958436986
College Station,108648.10627925028,235662.6350124921,116.9045030631143
Riverview,88066.18545443822,319305.1594314425,262.57407742116607
Rochester,92248.6739924642,228393.07718556415,147.58413026535382
Puyallup,158901.9075143675,452591.7493027978,184.824616886286
Simi Valley,278860.6736132369,671316.7508116605,140.73554083955798
Fargo,94100.35375652347,194298.81453661,106.48042943530412
Santa Clara,297881.8547429096,1028454.5272386986,245.25584921119759
Temecula,220141.72835776396,618383.8309306119,180.90259649712738
Norman,66565.87157402659,154499.47652125068,132.100133098137
Thousand Oaks,328633.38007635507,744249.3607345195,126.46797490918291
Independence,32875.118705754045,129907.58017441392,295.1547105795744
Meridian,141024.60367910776,451657.344507922,220.26847282311013
Joliet,55435.77243010228,148360.84889742322,167.6265566327015
Charlottesville,144406.47510735912,295062.41658152733,104.32769123556471
Bellingham,160090.72155008244,465398.9644960727,190.70951769711291
Arvada,181784.58351697345,508285.3883488619,179.6086326547062
Athens,56124.55163898953,177687.9005519927,216.59567045619576
Westminster,150617.9883743835,440936.1371364735,192.75131204146803
Yakima,84366.32878054079,236603.87345321043,180.44822724084617
Tuscaloosa,45074.87057573115,88990.7524584682,97.42874759663067
Spring Hill,60310.40654866088,246911.65237291012,309.40140599730796
Elgin,64897.30977216055,208665.09154519995,221.5311887006947
Chico,139450.99645731677,372727.1647177688,167.28182242272703
Spartanburg,32412.69032563672,119110.898354774,267.4822952310244
Bowling Green,74000.00874928042,168775.13930923297,128.07448561399548
Largo,51138.22489585815,214241.82758710053,318.94654736921206
Toms River,123189.6892702779,277404.7899703704,125.18507158642551
Lewisville,125253.81702972698,322768.9637872149,157.69191825156983
Vero Beach,51980.10861589713,222464.8138927132,327.98066378929525
Berkeley,285703.1786199572,988674.5154195236,246.0495330136526
Bethlehem,100329.29064196098,212640.58623236744,111.94267882467636
Gresham,134582.1357403053,379450.1390319962,181.94688466246168
Palm Bay,56635.465654063206,248629.43007134105,338.99953359614267
Asheville,109198.59392349324,309713.49694940663,183.62407044031923
East Los Angeles,139209.3190180374,518644.5015766941,272.5644987240352
Laurel,142085.2011804477,307294.77797063376,116.27500641700922
New Braunfels,103300.59138585567,293356.99699715833,183.9838504906429
Cambridge,266135.5870105259,652137.3587616364,145.0395176710598
Carlsbad,251631.59860029383,937839.0743497134,272.7032215216465
Franklin,179631.37313140088,578285.5050995633,221.92901218683315
Perris,98063.196378485,427268.5807408228,335.70737699772275
West Jordan,143930.24505129797,444952.6938591585,209.14467886897125
Vista,189575.6587567466,645098.9563483875,240.28575217884077
Fairfield,130303.55534632863,499143.4094875641,283.0620033052135
Hillsboro,158320.21298907604,440339.9595094091,178.1324956528401
Waco,42236.029922880174,130548.10586678058,209.09180172746264
Richardson,133384.5445616171,347423.5878373476,160.46764936611902
Manchester,122011.07680927876,285559.42566867644,134.04385334214183
Lowell,92934.14609377531,304968.4120725862,228.15539270663493
Costa Mesa,305146.3567201217,900685.8298031598,195.16519203578864
Santa Barbara,343827.53114213963,1120300.7772720412,225.83219079361757
Rock Hill,47113.83265351557,186113.9999326299,295.03048139035724
Waterbury,52358.57600406165,145392.16722678844,177.68548788551817
Downey,254602.67972828425,682161.5649891918,167.93180877640594
League City,124504.24525080132,276228.07869797543,121.8623775771996
Pflugerville,141968.38829217805,392324.9809306019,176.34671749824858
Provo,116954.87930297328,359064.23168029013,207.01090353838865
Ventura,229635.00139055084,639724.2727894721,178.58308572980283
Lexington,85538.0300209057,189429.79589367376,121.45681382582305
Antioch,135567.54832339042,526605.8690681015,288.445373233354
Redding,100647.16964314658,302684.69751785137,200.73840982418747
Kennesaw,96966.68129432898,319087.5965076244,229.069317675293
El Monte,196432.52342230533,585283.132356977,197.95632727208394
West Covina,242804.4922124927,663017.3290605167,173.06633539558675
Pompano Beach,53210.37230276256,214525.55681338176,303.1649235467651
San Leandro,191628.3762721936,693159.7010042126,261.7208027790372
Vacaville,155060.68422350948,519922.4047852554,235.30253486810523
Saint Charles,107975.92079219969,208576.2060246341,93.16918484635133
Winter Haven,45109.38412676091,192294.64022160563,326.28522633171536
Grand Junction,120721.09617157602,289018.6186429707,139.41020070941056
Centennial,225162.2797605492,526346.8914847599,133.7633515011964
Menifee,116360.69398899702,424660.7062505887,264.9520226226429
Bothell,215709.2256740449,745343.4309170468,245.53154997798964
San Mateo,307750.267563445,1003532.2831384728,226.08656722990082
McDonough,67384.30391974961,277032.722211011,311.12352001281965
Green Bay,54987.63712014803,159028.54096439492,189.20780977898258
Lynnwood,171933.4497276584,574001.3766714501,233.85090427759408
Madera,69435.97345872295,279459.15888040524,302.47028299608
Greenville,62643.52318297867,131087.2360193974,109.25904125235415
Burbank,288308.69223713235,849050.4700435059,194.49353866347062
Baytown,49138.66936026869,153869.18929682166,213.13259251833415
Davie,75982.157721751,266085.1870897313,250.19430227836304
Auburn,145975.4458227076,454882.5478600303,211.61579627062855
Edison,182517.5343312596,348570.7261708097,90.97930916498818
Greeley,87271.88497290245,346505.1580007271,297.0409921916039
Peoria,22488.55840821568,42025.91034074142,86.87685345534742
Longmont,161153.84019675184,453954.61625730566,181.6902257514155
Sandy Springs,80968.46036946216,277215.2239640408,242.37433032454513
Missouri City,92374.42972394906,257597.75994813404,178.8626254234391
Chapel Hill,165812.73051012887,353159.88490723545,112.98719574831577
Woodstock,105126.42094039165,344764.6427743851,227.95242118046818
Daly City,284475.8209138298,912052.7281449653,220.60817162427102
Jurupa Valley,127494.77791164606,497856.541075357,290.4917120765306
Idaho Falls,86303.67884734667,298189.5347617374,245.51196280887737
Rio Rancho,118341.82950184662,256125.0791679471,116.42818963175694
Apopka,67691.33130684072,280699.0265541973,314.6749977213561
Davenport,53412.74129158954,99902.52084436458,87.03874474253092
Brockton,116823.25645130796,365800.890565064,213.1233469061275
Wichita Falls,42751.86969704483,80444.19823971133,88.1653336094256
Longview,62742.70850640766,118152.17217473754,88.31219593057756
Norwalk,211007.186237536,609613.3739171877,188.9064513807273
Plainfield,138408.10183327028,280812.5616677808,102.88737288374517
Parker,230000.72972976428,587361.4859216467,155.37374886234394
Rialto,118072.8282453342,476578.214547848,303.6307265864791
Roswell,149401.82047493957,426454.173848144,185.44108264040648
Bryan,52302.09175141374,155241.2889627863,196.81659712699746
Lafayette,63365.97201439864,150749.3897642534,137.9027496492891
Midlothian,147596.64417728383,307661.3309687472,108.44737540184433
Georgetown,150337.79059098172,399391.2493360165,165.66257743046458
Federal Way,125493.00872736546,396951.82034215465,216.3138921981985
Anderson,39102.7095740968,127911.2697689148,227.11612868292983
Clinton,38828.32966674342,163414.60994937576,320.8643826606347
Lawrence,104916.84949574315,202418.12127413,92.9319477729293
Fayetteville,85671.11126744324,233685.90256851807,172.7709482359936
Gastonia,38504.854960100536,167870.62222290575,335.9726127961175
Redmond,240314.75865451305,749390.6362725217,211.83712580461122
Springfield,26925.27793652611,80038.37730027828,197.26109973297756
Allen,164792.34295224352,408481.18636602326,147.87631454721185
Kennewick,123640.6926738308,318732.39347558864,157.789233126037
Acworth,87567.94636279972,316893.6721783078,261.8831836770462
Clermont,103320.0886812888,339264.2040475776,228.3622849900032
Lynchburg,68461.94882842641,132443.4768869639,93.45560439549074
Sandy,184578.201941947,515970.5788746456,179.54036470510596
Redwood City,338700.61494998896,1206788.9083071137,256.2995917457377
Fishers,153294.0275774024,310707.29825760337,102.68715172267142
Carmel,181425.4223062349,371554.98454562126,104.797640717881
Medford,107806.51920333086,330015.23643807136,206.11807048109853
Livermore,248748.56385858572,879516.4852799362,253.57650779441036
Canton,100207.31716966433,352858.9345456932,252.1289108541406
Tomball,107140.80846460472,273089.4747044077,154.88838344413475
Fort Mill,123830.65617810273,333828.000637304,169.5842943424018
Lees Summit,119748.60341261656,255624.13489954828,113.46732038180582
Lynn,119424.55917026446,393833.8234714287,229.77624217974878
Canton,100058.2573756714,275531.5271422655,175.37110316420467
Santa Cruz,262397.47817195184,940219.8175858216,258.31892293175383
Portsmouth,85635.83357216956,164186.92060912572,91.72689020508835
Kenosha,68999.02696507734,166847.2315083419,141.81099190397094
Scranton,34354.565546903774,95269.0485849864,177.31117267344567
New Bedford,99599.79693729935,299522.4950389101,200.72600974022797
Bowie,181021.33670306925,390119.655062546,115.5103161692273
San Marcos,210516.1631584741,696376.1976258494,230.79464644319282
Napa,194235.58387174885,672246.0421831366,246.09829403195843
Highlands Ranch,277184.90155986627,604579.5403780532,118.11416746574719
Sterling,229458.61838004092,444464.161537076,93.70122799263616
Chino,188086.67782850636,596732.0869230791,217.26440905462076
Johnson City,61893.0309131889,149644.33921934103,141.77898062421926
Mission Viejo,310468.046550227,803401.1675600135,158.77096741098623
Missoula,160829.15781045638,413710.838557435,157.23621524214525
Newnan,69405.19212429773,244629.045575896,252.46505065181572
Sunrise,35335.78534116757,151683.0717298717,329.26192319024256
Hawthorne,226377.2019746872,708472.8230027696,212.96120670401643
Orem,127768.14353248048,374724.2481318353,193.28456825904735
Rapid City,108758.82865342156,235530.1900498791,116.56190395396405
Arden-Arcade,87135.9746316755,378542.0462514297,334.4268229643728
Spokane Valley,114899.48978691617,318082.0710082284,176.83505957956748
Livonia,71975.63855425535,216856.4797948025,201.29149827734528
Humble,59381.236551175534,193496.2562823257,225.8542049988603
Loveland,157494.38824959187,418290.7508402632,165.59089215126187
Cleveland,55420.98192403018,163744.93738520946,195.45657926030125
Indio,92621.2210399812,381881.1684516632,312.304182738877
Simpsonville,114716.0266299495,257542.38704848973,124.50427774949785
Cheyenne,135375.57658300377,265553.8995801041,96.16086319476038
Valdosta,36319.09208040718,72885.28924964146,100.68037242858394
Saint George,98795.34458033725,393675.0637423082,298.47531825974255
South Gate,191476.39334503864,554092.6787351372,189.37910781339374
Gulfport,27331.828479496497,100561.91793165244,267.9297124489528
Flagstaff,142877.12919760114,436707.80428849655,205.65270084935938
Ogden,71662.65436595725,305450.602333893,326.2340057543205
Apex,176510.54258605427,447724.076701642,153.65288109256298
Plantation,70281.85112369107,251492.8219358945,257.83465847148074
Suffolk,104090.41081368804,198051.72170000497,90.26894038731268
Terre Haute,35756.6822341522,70425.93682721978,96.95881280605508
Holland,70599.10475365847,235338.3176192937,233.3446202192789
Santa Monica,298623.94626415806,943774.5641902052,216.04115342959034
Goodyear,110279.1118070907,425615.5422866659,285.9439338169386
Lacey,155473.1899938292,416187.4639404753,167.6908243517702
Bismarck,117429.13085437978,224150.1366406585,90.88120214278015
Manteca,126546.48440348316,493946.661011938,290.3282365688084
Florence,48440.05825811443,105937.97643459991,118.69911029030136
Glen Burnie,138976.8239328013,269337.01768857177,93.79995172346352
Fall River,116664.2821706738,297926.91717376246,155.37114841876866
Monroe,12715.764231276757,42084.82483357351,230.96575296715676
Florissant,50666.44400339925,138314.8213863043,172.9909787571132
Palm Coast,85426.54475899095,300630.03959935484,251.91642181889162
Albany,21732.724702576557,46545.97431232259,114.1745913102385
Macomb,122411.16180691672,283208.8675169519,131.3586958382659
Greenwood,94511.70278067164,231621.066588606,145.07130839248222
Duluth,43278.08032807772,162297.89007768958,275.01175848688194
Westminster,323214.29341373645,808616.9958875732,150.1798380718541
San Tan Valley,94527.61739472536,395707.9504590148,318.6162323404708
Nashua,138279.0250033473,318484.3082681964,130.32004185774878
Appleton,85008.2771151325,181647.4142968596,113.68203245766546
Leesburg,249020.21844124337,478033.2020631644,91.96561831623198
Harlingen,48928.36938682191,90923.89551452432,85.83062679994656
Greer,78760.7188885681,210584.7456545909,167.37280795078763
Muncie,23234.80685835473,59253.84153223504,155.02188115210717
Waukegan,34460.02025986525,147410.31589689295,327.7719942857323
Bloomington,110295.95503442576,268924.32213388185,143.8206569315663
Duluth,96481.04145357908,331587.7847587802,243.6818050086249
Morgantown,86986.10549936243,171594.0993621236,97.2661017263054
Mount Pleasant,152550.12979680757,467223.9665145529,206.27569254571068
Clifton,171612.68350065983,397995.37690614926,131.91489625801407
Stafford,184540.95667283423,385728.347452209,109.02045508306992
Newton,415793.41463052673,888893.2326237777,113.7824220745888
Warner Robins,45251.82598339757,101604.42298508638,124.53110073914809
Waldorf,156663.36576933708,325730.7622762728,107.91763324928287
Walnut Creek,182566.53299939763,574922.434918153,214.91118633449094
Easton,75996.8601464251,201931.5491004202,165.7103842334453
Quincy,199040.7883673536,448992.61775161576,125.57819501947817
Saint Cloud,71808.76858059778,303869.39207472856,323.16474447499706
Jonesboro,62118.35148257926,123304.9492831939,98.50003475667586
San Ramon,382622.274760251,1067230.1192151236,178.92524550062961
Citrus Heights,98221.66553418552,403391.1929936896,310.6947187260753
Mooresville,114145.01562883676,302410.51996647165,164.93537041495912
Owensboro,42491.76218912428,109259.64913461298,157.1313673655499
Brandon,76999.22523592162,286174.4034368378,271.65880898153756
Charleston,25262.96447592786,69447.50898653505,174.89849440555165
Troy,128604.36984780326,299894.8102926031,133.19177306923038
Lawrence,81795.30953788599,298339.8193316361,264.7395199274244
O Fallon,126188.50728465158,246040.2273263374,94.97831666344109
Danbury,127348.77684454696,270852.5340380254,112.68561877798926
Rancho Cordova,107348.40932992824,426961.4712716155,297.73432502327785
Germantown,162477.94896450944,296957.66189445084,82.7679779237712
Newport Beach,426908.9408874155,1590994.43871078,272.6777039158703
Mission,51403.31192408217,119922.62564812052,133.29746889701366
Brooklyn Park,95242.24548523533,266302.02132584504,179.6049378814024
Pasco,126671.92703621222,327433.8524315163,158.4896749363507
Alpharetta,137763.49892649078,435134.6930241841,215.85630186147318
Cedar Park,178135.1053679818,447152.8875110362,151.01895922610655
Kirkland,178187.70996636403,667226.1778671682,274.4512895940571
Springdale,57606.99166083028,208978.9928695735,262.76671779697915
Eau Claire,84169.51877244248,200133.93490131045,137.77483561761233
Hattiesburg,45101.32906567986,95158.5008430148,110.98824095502376
Temple,68330.20152603555,173092.01731814383,153.31700105141843
Deerfield Beach,34035.12622113917,134167.71389151007,294.20366188675587
