City,2007-03-31,2012-03-31,Percent Gain
Toms River,163782.2599781966,123189.6892702779,-24.784473430347443
Lewisville,127565.55586377582,125253.81702972698,-1.8121967316298893
Berkeley,370693.72035151394,285703.1786199572,-22.92742959092041
Bethlehem,125713.24829233532,100329.29064196098,-20.191951123040063
Gresham,194750.75549353915,134582.1357403053,-30.89519195997673
Asheville,125683.76902973869,109198.59392349324,-13.116391427078222
East Los Angeles,257443.45298943785,139209.3190180374,-45.92625393983168
Laurel,229192.68428324012,142085.2011804477,-38.00622318081651
Cambridge,275149.9368759525,266135.5870105259,-3.276159161719372
Carlsbad,338250.7984245775,251631.59860029383,-25.607980891018613
Franklin,195159.563845856,179631.37313140088,-7.9566639771340375
West Jordan,179667.36792899284,143930.24505129797,-19.890714318149694
Vista,324603.3232899858,189575.6587567466,-41.59774556978631
Hillsboro,232103.50975159,158320.21298907604,-31.78896210638129
Richardson,136948.23757296384,133384.5445616171,-2.602218965722769
Manchester,161622.4998082237,122011.07680927876,-24.50860681275605
Lowell,96466.58789068872,92934.14609377531,-3.661829317438081
Costa Mesa,470776.11286701326,305146.3567201217,-35.18227701448381
Santa Barbara,553993.0042996757,343827.53114213963,-37.9364850325528
Rock Hill,53716.9605109187,47113.83265351557,-12.292445057573499
Waterbury,80755.35346416775,52358.57600406165,-35.16395661955234
Downey,455713.9945211352,254602.67972828425,-44.13103771460408
League City,130844.47395023756,124504.24525080132,-4.845622064136645
Pflugerville,147498.79660966704,141968.38829217805,-3.749459958052659
Provo,140343.1387221183,116954.87930297328,-16.665053690621935
Ventura,383325.2098671011,229635.00139055084,-40.09394752039259
Lexington,89223.29252484541,85538.0300209057,-4.130381652205339
Ashburn,396519.3728033811,312256.7955964527,-21.250557472436792
Antioch,267377.770509092,135567.54832339042,-49.29737499670694
Redding,152794.92168797666,100647.16964314658,-34.129244263314774
Kennesaw,131934.34241138384,96966.68129432898,-26.503835527540176
El Monte,323936.76947538747,196432.52342230533,-39.36084386455235
North Charleston,60197.73537836313,40200.32158861156,-33.21954499460995
West Covina,398012.6482698095,242804.4922124927,-38.99578486563634
San Leandro,364476.87609008927,191628.3762721936,-47.42372182074234
High Point,28313.8403859924,21837.188017821933,-22.87451041567161
Saint Charles,130034.83731224784,107975.92079219969,-16.96385136167694
Winter Haven,87754.77523995399,45109.38412676091,-48.59609177572938
Grand Junction,160014.6320611843,120721.09617157602,-24.55621425582114
Centennial,244467.52947078392,225162.2797605492,-7.896856384987472
Bothell,339313.65008688107,215709.2256740449,-36.42777836411454
San Mateo,426727.4050683966,307750.267563445,-27.881297543072424
Douglasville,81067.67855034223,46916.2716088336,-42.1270320702485
McDonough,115765.66631491351,67384.30391974961,-41.792496804323385
Green Bay,63596.34808646253,54987.63712014803,-13.53648633190464
Lynnwood,290537.27190046123,171933.4497276584,-40.82223991331371
Springfield,398950.9377167381,324970.5618598669,-18.543727777724516
Madera,114965.77372422698,69435.97345872295,-39.602917277552706
Burbank,430781.6200293456,288308.69223713235,-33.07312131434664
Baytown,56704.92922933796,49138.66936026869,-13.34321367101654
Auburn,248010.53379014108,145975.4458227076,-41.14143315129205
Edison,237936.7483027913,182517.5343312596,-23.291574070352016
West Chester,235263.5746076957,208774.8821372479,-11.25915582750875
Greeley,108973.87013693764,87271.88497290245,-19.914852190496912
Peoria,25702.706847352805,22488.55840821568,-12.50509706322298
Rockville,351680.66256420367,270968.8811132392,-22.950304080546235
Longmont,179236.21948439418,161153.84019675184,-10.0885743627374
Sandy Springs,112497.51527705374,80968.46036946216,-28.026445588547677
Missouri City,105114.3755325714,92374.42972394906,-12.120079431642218
Gaithersburg,268977.87029605435,182033.7482001651,-32.32389415537901
Chapel Hill,185726.75653354413,165812.73051012887,-10.722217086593332
Woodstock,147983.83847199797,105126.42094039165,-28.960877062069144
Daly City,435596.000708457,284475.8209138298,-34.69273812175596
Idaho Falls,100712.61331471168,86303.67884734667,-14.30698101571376
Rio Rancho,154388.37031442465,118341.82950184662,-23.34796380010119
Davenport,54679.72563076736,53412.74129158954,-2.317100761867963
Jackson,20766.090583956477,13000.827544589834,-37.39395726880797
Brockton,173229.10889878,116823.25645130796,-32.561416961643964
Longview,61333.66302147906,62742.70850640766,2.2973444198745474
Norwalk,379948.1096123668,211007.186237536,-44.46420948039164
Plainfield,198726.33638825172,138408.10183327028,-30.35241108513049
Parker,244014.2336566401,230000.72972976428,-5.742904303932805
Roswell,180154.51173197175,149401.82047493957,-17.070175462929882
Lafayette,70674.61510775048,63365.97201439864,-10.341256308519098
Midlothian,187796.3515466291,147596.64417728383,-21.406010840079524
Federal Way,212061.80323598845,125493.00872736546,-40.82243628395763
Anderson,42734.32761653026,39102.7095740968,-8.498128425047913
Lawrence,102249.79890601836,104916.84949574315,2.6083675647872617
Fayetteville,108016.38279004286,85671.11126744324,-20.686928172769225
Gastonia,45730.86626528385,38504.854960100536,-15.80116865327974
Redmond,338567.9283613436,240314.75865451305,-29.020223558200662
Springfield,30998.045694538192,26925.27793652611,-13.13878880670758
Allen,170765.860102125,164792.34295224352,-3.4980745837072336
Columbia,259386.48948447825,207202.61049503312,-20.11819470364814
Kennewick,121140.6681507068,123640.6926738308,2.0637367791415784
Acworth,125446.2742852309,87567.94636279972,-30.19486081850953
Lawton,32941.16091389421,32382.20180311888,-1.6968409590554678
Champaign,76576.94361604076,71246.71239364495,-6.9606215274427345
Clermont,205115.7347771435,103320.0886812888,-49.628394528803355
Lynchburg,77457.0853771175,68461.94882842641,-11.613058385680564
Sandy,223818.4127279177,184578.201941947,-17.532163823211732
Redwood City,456745.13376041007,338700.61494998896,-25.844723913871505
Fishers,156820.56001949587,153294.0275774024,-2.2487691930541898
Carmel,185524.5367216786,181425.4223062349,-2.209472928959877
Medford,213593.9281064305,107806.51920333086,-49.527348385290914
Livermore,399264.13613971503,248748.56385858572,-37.698245010530876
Canton,143482.78018189347,100207.31716966433,-30.160736331822346
Tomball,113331.8812670587,107140.80846460472,-5.46278128734593
Fort Mill,137055.35379151473,123830.65617810273,-9.649165280715044
Lees Summit,134271.65184485176,119748.60341261656,-10.816168739039789
Lynn,164445.11080217903,119424.55917026446,-27.377251541441396
Canton,137420.87814121056,100058.2573756714,-27.188460204093722
Santa Cruz,358032.71334473084,262397.47817195184,-26.711312013742404
Portsmouth,95532.77599726547,85635.83357216956,-10.359734993337998
Kenosha,96188.90239516443,68999.02696507734,-28.267164665613198
New Bedford,144661.62779706132,99599.79693729935,-31.1498159850496
Covington,66139.025368483,41369.332397589336,-37.45094947029122
Bowie,301803.2134037148,181021.33670306925,-40.0200764393713
San Marcos,334126.6071943584,210516.1631584741,-36.99509149356107
Napa,326331.9130422307,194235.58387174885,-40.47913302104389
Williamsburg,206813.50394736536,169807.99754686592,-17.893177038341477
Annapolis,278648.8468121288,210508.3368401236,-24.4538998641351
Highlands Ranch,283353.2628043168,277184.90155986627,-2.1769155517755268
Sterling,313498.06412887166,229458.61838004092,-26.807006283229907
Chino,358169.0662115417,188086.67782850636,-47.486621383037395
Johnson City,61739.93578594186,61893.0309131889,0.2479677461567853
Mission Viejo,480014.91926020937,310468.046550227,-35.32116730273407
Missoula,158723.05821918548,160829.15781045638,1.3269020991030445
Newnan,100747.41999298724,69405.19212429773,-31.109707693627453
Hawthorne,383309.62939285085,226377.2019746872,-40.94142577809464
Orem,157279.02648000457,127768.14353248048,-18.763393700987784
Spokane Valley,141198.9856196948,114899.48978691617,-18.625839071970162
Livonia,115563.4948928352,71975.63855425535,-37.71766887026038
Humble,63658.50477993322,59381.236551175534,-6.719083716377183
Loveland,170544.34055576078,157494.38824959187,-7.6519409929654785
Cleveland,60596.06556792724,55420.98192403018,-8.540296462145502
Simpsonville,119271.01012015429,114716.0266299495,-3.8190197983701712
Valdosta,45538.48821472987,36319.09208040718,-20.245283705620665
South Gate,366079.95922817086,191476.39334503864,-47.69547239113001
Flagstaff,217046.1313201797,142877.12919760114,-34.17199913743993
Ogden,81614.45663251159,71662.65436595725,-12.193675823101646
Apex,190513.9712902856,176510.54258605427,-7.350342134695387
Suffolk,128009.41305727932,104090.41081368804,-18.685346391587977
Fort Smith,52475.80418278284,49057.06173721983,-6.51489290884405
Holland,89274.071903934,70599.10475365847,-20.91869089422883
Santa Monica,383283.3844933568,298623.94626415806,-22.087948931338573
Lacey,209480.6241193672,155473.1899938292,-25.781589277089047
Dallas,69605.03163649132,55522.92277355036,-20.23145242787051
Florence,52178.81965637059,48440.05825811443,-7.165285498748708
Glen Burnie,196128.20154683173,138976.8239328013,-29.139806087695032
Fall River,159581.8392231937,116664.2821706738,-26.893760130496258
Monroe,12927.924341610924,12715.764231276757,-1.6410995665506078
Florissant,77062.74975532245,50666.44400339925,-34.253002696805666
Palm Coast,162378.38646281514,85426.54475899095,-47.39044609329596
Albany,26420.847166457545,21732.724702576557,-17.74402779117836
Macomb,166881.9187231074,122411.16180691672,-26.648037879991737
Greenwood,103341.9852334551,94511.70278067164,-8.544719198915507
Herndon,332615.09370883025,281252.5672312379,-15.442031179305072
Duluth,47508.845692924464,43278.08032807772,-8.905216077427946
Westminster,495474.7893483765,323214.29341373645,-34.76675294845746
Conyers,73465.11889850868,39561.76055077927,-46.1489191824035
Nashua,186682.2508318139,138279.0250033473,-25.928134899163023
Appleton,98434.63385481836,85008.2771151325,-13.639870657200238
Leesburg,331117.9908177233,249020.21844124337,-24.79411407810631
Harlingen,57070.96333345852,48928.36938682191,-14.267489930142673
Ellicott City,364239.76949868986,307056.9105008214,-15.699235444984572
Greer,86003.13063432903,78760.7188885681,-8.421102455623931
Bloomington,157775.79007768343,110295.95503442576,-30.09323231395654
Duluth,152486.32978964006,96481.04145357908,-36.72807156767569
Morgantown,88255.03768778197,86986.10549936243,-1.4378014237653058
Mount Pleasant,201800.6300191891,152550.12979680757,-24.40552351977213
Clifton,238332.19098161344,171612.68350065983,-27.994333122251547
Stafford,284033.8430933072,184540.95667283423,-35.02853228225653
Newton,436842.331729862,415793.41463052673,-4.8184243079152145
Warner Robins,52933.27465495336,45251.82598339757,-14.511568992524026
Waldorf,265569.58837805,156663.36576933708,-41.00854441724711
Easton,96514.5392664042,75996.8601464251,-21.25864069385981
Quincy,236530.5055390988,199040.7883673536,-15.849844436048055
Jonesboro,60314.22941900889,62118.35148257926,2.9912046973807005
San Ramon,544143.5209072322,382622.274760251,-29.683574266892354
Mooresville,132366.70857615536,114145.01562883676,-13.766069386574653
Owensboro,46934.03859367276,42491.76218912428,-9.464935338309777
Charleston,24532.374514769763,25262.96447592786,2.9780646007920852
Troy,185701.10673363623,128604.36984780326,-30.746578676954638
Lawrence,116869.21530996008,81795.30953788599,-30.011244346127608
O Fallon,151109.67929919375,126188.50728465158,-16.49210833489946
Bloomington,89915.97099625028,80459.54763551986,-10.516956282577183
Danbury,168839.61384787408,127348.77684454696,-24.574112708354523
Germantown,251149.83023546348,162477.94896450944,-35.306367194363794
Newport Beach,594494.6245134576,426908.9408874155,-28.189604533968083
Mission,48556.59004182066,51403.31192408217,5.862689039345015
Brooklyn Park,149245.3037696823,95242.24548523533,-36.18409217604953
Pasco,142974.53333489527,126671.92703621222,-11.402454631900616
Alpharetta,170992.0682438596,137763.49892649078,-19.432813263583693
Cedar Park,182535.1067874589,178135.1053679818,-2.410495984534311
Kirkland,266894.43547274295,178187.70996636403,-33.23663355860346
Springdale,95387.44720572424,57606.99166083028,-39.607366222320636
Middletown,35148.35477163482,23622.06474938001,-32.79325617697667
Valparaiso,117131.58846630769,116398.10564043994,-0.626204114083817
